rosbagTimestamp,controller_name,log,-,name,stamp,secs,nsecs,values
1543504674137441916,'',,"""Drone1_pos""",,1543504674,137215881,"[1.0246840715408325, 0.008349374867975712, 0.03594775125384331]"
1543504674147492483,'',,"""Drone1_pos""",,1543504674,147314508,"[1.0246862173080444, 0.008316116407513618, 0.0359872430562973]"
1543504674157546930,'',,"""Drone1_pos""",,1543504674,157372243,"[1.0246673822402954, 0.008312289603054523, 0.03599325940012932]"
1543504674167736480,'',,"""Drone1_pos""",,1543504674,167491417,"[1.0246760845184326, 0.008335018530488014, 0.03597010299563408]"
1543504674177440166,'',,"""Drone1_pos""",,1543504674,177218971,"[1.0246827602386475, 0.00832551158964634, 0.03597306087613106]"
1543504674187709651,'',,"""Drone1_pos""",,1543504674,187245025,"[1.024687647819519, 0.008348418399691582, 0.03596550598740578]"
1543504674197417930,'',,"""Drone1_pos""",,1543504674,197144752,"[1.0246745347976685, 0.008340947329998016, 0.035975005477666855]"
1543504674207570620,'',,"""Drone1_pos""",,1543504674,207407432,"[1.02470064163208, 0.00830722413957119, 0.03597620874643326]"
1543504674217695370,'',,"""Drone1_pos""",,1543504674,217207620,"[1.0246810913085938, 0.00824700016528368, 0.036055129021406174]"
1543504674227444388,'',,"""Drone1_pos""",,1543504674,227274909,"[1.0246835947036743, 0.008336587809026241, 0.03596153110265732]"
1543504674237350727,'',,"""Drone1_pos""",,1543504674,237149683,"[1.0246875286102295, 0.008363550528883934, 0.035955317318439484]"
1543504674247442903,'',,"""Drone1_pos""",,1543504674,247248595,"[1.024675965309143, 0.008325506001710892, 0.035982754081487656]"
1543504674257771938,'',,"""Drone1_pos""",,1543504674,257608034,"[1.0246669054031372, 0.00813343282788992, 0.03617393970489502]"
1543504674267348678,'',,"""Drone1_pos""",,1543504674,267114907,"[1.024667501449585, 0.008245673961937428, 0.036063484847545624]"
1543504674277322713,'',,"""Drone1_pos""",,1543504674,277148023,"[1.0246872901916504, 0.008345735259354115, 0.03597918525338173]"
1543504674287515394,'',,"""Drone1_pos""",,1543504674,287323690,"[1.0246834754943848, 0.008356739766895771, 0.03594730421900749]"
1543504674297802596,'',,"""Drone1_pos""",,1543504674,297562714,"[1.024681568145752, 0.008321474306285381, 0.035950057208538055]"
1543504674308254047,'',,"""Drone1_pos""",,1543504674,308013561,"[1.024652123451233, 0.00808993261307478, 0.03615526109933853]"
1543504674317568804,'',,"""Drone1_pos""",,1543504674,317039083,"[1.024678111076355, 0.008285838179290295, 0.036024950444698334]"
1543504674327494910,'',,"""Drone1_pos""",,1543504674,327309653,"[1.024694800376892, 0.008359499275684357, 0.03596023842692375]"
1543504674337401250,'',,"""Drone1_pos""",,1543504674,337225565,"[1.0246803760528564, 0.008360585197806358, 0.03593697026371956]"
1543504674347397975,'',,"""Drone1_pos""",,1543504674,347206541,"[1.0246795415878296, 0.008342903107404709, 0.0359649695456028]"
1543504674357904105,'',,"""Drone1_pos""",,1543504674,357740444,"[1.0246862173080444, 0.008311004377901554, 0.03597830981016159]"
1543504674367592493,'',,"""Drone1_pos""",,1543504674,367159693,"[1.0246782302856445, 0.00831758975982666, 0.035986967384815216]"
1543504674377338516,'',,"""Drone1_pos""",,1543504674,377103551,"[1.024674654006958, 0.008142038248479366, 0.03616401553153992]"
1543504674387613783,'',,"""Drone1_pos""",,1543504674,387224454,"[1.0246800184249878, 0.008327350951731205, 0.03596747666597366]"
1543504674397388138,'',,"""Drone1_pos""",,1543504674,397238437,"[1.0246821641921997, 0.00834411196410656, 0.0359719954431057]"
1543504674407483452,'',,"""Drone1_pos""",,1543504674,407220320,"[1.024672031402588, 0.008293257094919682, 0.036006081849336624]"
1543504674417445007,'',,"""Drone1_pos""",,1543504674,417279686,"[1.0246775150299072, 0.008256768807768822, 0.03606255725026131]"
1543504674427451244,'',,"""Drone1_pos""",,1543504674,427218490,"[1.024694800376892, 0.00835421122610569, 0.03600362688302994]"
1543504674437465557,'',,"""Drone1_pos""",,1543504674,437053136,"[1.0246877670288086, 0.008334129117429256, 0.03597552329301834]"
1543504674447354659,'',,"""Drone1_pos""",,1543504674,447093273,"[1.0246778726577759, 0.008324294351041317, 0.03594992682337761]"
1543504674458235123,'',,"""Drone1_pos""",,1543504674,458031719,"[1.0246763229370117, 0.00834362767636776, 0.03595593199133873]"
1543504674467462932,'',,"""Drone1_pos""",,1543504674,467231916,"[1.0246778726577759, 0.008335192687809467, 0.03598591685295105]"
1543504674477569637,'',,"""Drone1_pos""",,1543504674,477400586,"[1.0246790647506714, 0.008338517509400845, 0.03598366305232048]"
1543504674487400024,'',,"""Drone1_pos""",,1543504674,487156859,"[1.0246766805648804, 0.00835498794913292, 0.03594959154725075]"
1543504674497440548,'',,"""Drone1_pos""",,1543504674,497224479,"[1.0246753692626953, 0.008343116380274296, 0.03594744950532913]"
1543504674507754838,'',,"""Drone1_pos""",,1543504674,507546823,"[1.0246742963790894, 0.008341345004737377, 0.03596017137169838]"
1543504674517452096,'',,"""Drone1_pos""",,1543504674,517173029,"[1.0246862173080444, 0.008349700830876827, 0.035983867943286896]"
1543504674527470646,'',,"""Drone1_pos""",,1543504674,527306818,"[1.0246593952178955, 0.00811595469713211, 0.03617566451430321]"
1543504674537916427,'',,"""Drone1_pos""",,1543504674,537645373,"[1.0246832370758057, 0.008238024078309536, 0.036068182438611984]"
1543504674547761083,'',,"""Drone1_pos""",,1543504674,547568207,"[1.0246918201446533, 0.008353992365300655, 0.03597530722618103]"
1543504674559881666,'',,"""Drone1_pos""",,1543504674,559675045,"[1.0246912240982056, 0.008384307846426964, 0.03594610095024109]"
1543504674567437981,'',,"""Drone1_pos""",,1543504674,567301317,"[1.024686574935913, 0.008370493538677692, 0.035976480692625046]"
1543504674577907817,'',,"""Drone1_pos""",,1543504674,577612388,"[1.0246670246124268, 0.008227987214922905, 0.03606894239783287]"
1543504674587799787,'',,"""Drone1_pos""",,1543504674,587586126,"[1.024688482284546, 0.008381799794733524, 0.0359693244099617]"
1543504674597290212,'',,"""Drone1_pos""",,1543504674,597074064,"[1.0246914625167847, 0.00838688388466835, 0.03593781590461731]"
1543504674609208347,'',,"""Drone1_pos""",,1543504674,608381776,"[1.0246821641921997, 0.0083651477470994, 0.03596549481153488]"
1543504674617523281,'',,"""Drone1_pos""",,1543504674,617254732,"[1.024678349494934, 0.008326581679284573, 0.035990796983242035]"
1543504674627711573,'',,"""Drone1_pos""",,1543504674,627250013,"[1.0246758460998535, 0.008316561579704285, 0.03597921505570412]"
1543504674637551226,'',,"""Drone1_pos""",,1543504674,637366412,"[1.024682879447937, 0.008342537097632885, 0.03597670793533325]"
1543504674647768773,'',,"""Drone1_pos""",,1543504674,647623569,"[1.0246858596801758, 0.008374249562621117, 0.035949740558862686]"
1543504674657378511,'',,"""Drone1_pos""",,1543504674,657135089,"[1.0246976613998413, 0.008362975902855396, 0.035971179604530334]"
1543504674668358857,'',,"""Drone1_pos""",,1543504674,668152898,"[1.0246734619140625, 0.00830982904881239, 0.03596997633576393]"
1543504674677474202,'',,"""Drone1_pos""",,1543504674,677320325,"[1.0246785879135132, 0.008292983286082745, 0.035966090857982635]"
1543504674687628147,'',,"""Drone1_pos""",,1543504674,687494258,"[1.0246739387512207, 0.0083437105640769, 0.035974349826574326]"
1543504674697526148,'',,"""Drone1_pos""",,1543504674,697196500,"[1.0246928930282593, 0.008396237157285213, 0.03596993163228035]"
1543504674707664169,'',,"""Drone1_pos""",,1543504674,707456743,"[1.0246824026107788, 0.008356621488928795, 0.03597544878721237]"
1543504674717665726,'',,"""Drone1_pos""",,1543504674,717193089,"[1.0246803760528564, 0.008337801322340965, 0.035978250205516815]"
1543504674727651115,'',,"""Drone1_pos""",,1543504674,727436120,"[1.0246683359146118, 0.008326238952577114, 0.03596554696559906]"
1543504674737423201,'',,"""Drone1_pos""",,1543504674,737256316,"[1.0246858596801758, 0.00835034903138876, 0.03597395122051239]"
1543504674747870628,'',,"""Drone1_pos""",,1543504674,747412069,"[1.0246840715408325, 0.008366476744413376, 0.0359676368534565]"
1543504674757268475,'',,"""Drone1_pos""",,1543504674,757052059,"[1.0246716737747192, 0.008155470713973045, 0.036151427775621414]"
1543504674767536066,'',,"""Drone1_pos""",,1543504674,767358837,"[1.0246837139129639, 0.008296454325318336, 0.035974208265542984]"
1543504674777406527,'',,"""Drone1_pos""",,1543504674,777148718,"[1.0246859788894653, 0.008320001885294914, 0.035950917750597]"
1543504674787518485,'',,"""Drone1_pos""",,1543504674,787295329,"[1.024661660194397, 0.008128534071147442, 0.036135632544755936]"
1543504674797522086,'',,"""Drone1_pos""",,1543504674,797126581,"[1.0246776342391968, 0.008307267911732197, 0.03599980100989342]"
1543504674807625967,'',,"""Drone1_pos""",,1543504674,807208880,"[1.0246837139129639, 0.008324562571942806, 0.035973478108644485]"
1543504674817418011,'',,"""Drone1_pos""",,1543504674,817251076,"[1.024675726890564, 0.008343519642949104, 0.03595830872654915]"
1543504674827481150,'',,"""Drone1_pos""",,1543504674,827315141,"[1.024673581123352, 0.008327849209308624, 0.03593266010284424]"
1543504674837431623,'',,"""Drone1_pos""",,1543504674,837100977,"[1.0246800184249878, 0.008354955352842808, 0.03596517816185951]"
1543504674847497354,'',,"""Drone1_pos""",,1543504674,847304995,"[1.024691104888916, 0.008382817730307579, 0.03598013520240784]"
1543504674857684539,'',,"""Drone1_pos""",,1543504674,857448517,"[1.0246810913085938, 0.008356070145964622, 0.03596724197268486]"
1543504674867803560,'',,"""Drone1_pos""",,1543504674,867618059,"[1.0246747732162476, 0.008343706838786602, 0.0359787680208683]"
1543504674877678265,'',,"""Drone1_pos""",,1543504674,877260814,"[1.0246801376342773, 0.008315480314195156, 0.035959575325250626]"
1543504674887622967,'',,"""Drone1_pos""",,1543504674,887429080,"[1.0246801376342773, 0.008350078947842121, 0.035979848355054855]"
1543504674897617662,'',,"""Drone1_pos""",,1543504674,897437111,"[1.02469003200531, 0.008340301923453808, 0.035985346883535385]"
1543504674907608838,'',,"""Drone1_pos""",,1543504674,907477613,"[1.0246891975402832, 0.008289489895105362, 0.036044202744960785]"
1543504674917294481,'',,"""Drone1_pos""",,1543504674,917122817,"[1.0246886014938354, 0.00831941980868578, 0.03594917431473732]"
1543504674927599471,'',,"""Drone1_pos""",,1543504674,927402748,"[1.024680495262146, 0.008336665108799934, 0.03596234694123268]"
1543504674937463089,'',,"""Drone1_pos""",,1543504674,937307379,"[1.0246977806091309, 0.008358332328498363, 0.03594839200377464]"
1543504674947604436,'',,"""Drone1_pos""",,1543504674,947398117,"[1.0246920585632324, 0.008374384604394436, 0.035963501781225204]"
1543504674957227892,'',,"""Drone1_pos""",,1543504674,957039581,"[1.0246880054473877, 0.0083440151065588, 0.03597608953714371]"
1543504674967768433,'',,"""Drone1_pos""",,1543504674,967460405,"[1.024670124053955, 0.00834176316857338, 0.035970620810985565]"
1543504674977554722,'',,"""Drone1_pos""",,1543504674,977210369,"[1.0246680974960327, 0.008339103311300278, 0.03594740480184555]"
1543504674987430149,'',,"""Drone1_pos""",,1543504674,987299119,"[1.0246784687042236, 0.00835087988525629, 0.0359366200864315]"
1543504674997587449,'',,"""Drone1_pos""",,1543504674,997197726,"[1.0246849060058594, 0.008365564979612827, 0.03596504032611847]"
1543504675007620955,'',,"""Drone1_pos""",,1543504675,7434953,"[1.0246933698654175, 0.008360221982002258, 0.03597794473171234]"
1543504675017629227,'',,"""Drone1_pos""",,1543504675,17471578,"[1.0246849060058594, 0.00826844573020935, 0.03605622798204422]"
1543504675027596686,'',,"""Drone1_pos""",,1543504675,27363661,"[1.024682879447937, 0.008342529647052288, 0.03598174825310707]"
1543504675037495950,'',,"""Drone1_pos""",,1543504675,37330830,"[1.0246777534484863, 0.0083685964345932, 0.035978320986032486]"
1543504675047772284,'',,"""Drone1_pos""",,1543504675,47598427,"[1.0246888399124146, 0.008382524363696575, 0.03599081560969353]"
1543504675057303124,'',,"""Drone1_pos""",,1543504675,57120846,"[1.0246717929840088, 0.008086026646196842, 0.03624521195888519]"
1543504675067585598,'',,"""Drone1_pos""",,1543504675,67425225,"[1.024658441543579, 0.00830390676856041, 0.03603779524564743]"
1543504675077640364,'',,"""Drone1_pos""",,1543504675,77335361,"[1.024681806564331, 0.008348203264176846, 0.03598839044570923]"
1543504675087534021,'',,"""Drone1_pos""",,1543504675,87372458,"[1.0246856212615967, 0.008330230601131916, 0.03596040979027748]"
1543504675097420365,'',,"""Drone1_pos""",,1543504675,97224804,"[1.0246822834014893, 0.008127964101731777, 0.036146488040685654]"
1543504675107890611,'',,"""Drone1_pos""",,1543504675,107724353,"[1.024659276008606, 0.008043065667152405, 0.03624556213617325]"
1543504675117821145,'',,"""Drone1_pos""",,1543504675,117683704,"[1.0246775150299072, 0.008309631608426571, 0.036012791097164154]"
1543504675128164266,'',,"""Drone1_pos""",,1543504675,127991925,"[1.0246542692184448, 0.008147064596414566, 0.03614358231425285]"
1543504675137944668,'',,"""Drone1_pos""",,1543504675,137806265,"[1.024701714515686, 0.008332300931215286, 0.035945285111665726]"
1543504675147500090,'',,"""Drone1_pos""",,1543504675,147290369,"[1.024694800376892, 0.008328509517014027, 0.03596538305282593]"
1543504675157539908,'',,"""Drone1_pos""",,1543504675,157368406,"[1.0246859788894653, 0.008331825025379658, 0.03600423410534859]"
1543504675167599550,'',,"""Drone1_pos""",,1543504675,167385853,"[1.0246706008911133, 0.008326111361384392, 0.0359831228852272]"
1543504675177464338,'',,"""Drone1_pos""",,1543504675,177294551,"[1.024682879447937, 0.008356790989637375, 0.03594281151890755]"
1543504675187502890,'',,"""Drone1_pos""",,1543504675,187344276,"[1.0246937274932861, 0.008384118787944317, 0.03597279638051987]"
1543504675197678336,'',,"""Drone1_pos""",,1543504675,197315792,"[1.0246949195861816, 0.008370911702513695, 0.03596290200948715]"
1543504675207506477,'',,"""Drone1_pos""",,1543504675,207321713,"[1.0246853828430176, 0.008349857293069363, 0.03598051518201828]"
1543504675217486438,'',,"""Drone1_pos""",,1543504675,217080569,"[1.02467942237854, 0.008334371261298656, 0.03599764406681061]"
1543504675227771969,'',,"""Drone1_pos""",,1543504675,227542023,"[1.0246676206588745, 0.00833016075193882, 0.03598389774560928]"
1543504675237441176,'',,"""Drone1_pos""",,1543504675,237214090,"[1.024686336517334, 0.008395418524742126, 0.035953592509031296]"
1543504675247522540,'',,"""Drone1_pos""",,1543504675,247011678,"[1.0246843099594116, 0.008384092710912228, 0.03595476597547531]"
1543504675257529098,'',,"""Drone1_pos""",,1543504675,257336956,"[1.0246866941452026, 0.008351441472768784, 0.03598770499229431]"
1543504675267461464,'',,"""Drone1_pos""",,1543504675,267291848,"[1.0246644020080566, 0.008313744328916073, 0.03599872440099716]"
1543504675277364016,'',,"""Drone1_pos""",,1543504675,277196264,"[1.0246708393096924, 0.008310657925903797, 0.03598250448703766]"
1543504675287631756,'',,"""Drone1_pos""",,1543504675,287444197,"[1.0246851444244385, 0.008331255987286568, 0.035957928746938705]"
1543504675297660564,'',,"""Drone1_pos""",,1543504675,297098497,"[1.0246899127960205, 0.008354593999683857, 0.03593255579471588]"
1543504675307695419,'',,"""Drone1_pos""",,1543504675,307501003,"[1.0246866941452026, 0.008356708101928234, 0.03596537187695503]"
1543504675318970286,'',,"""Drone1_pos""",,1543504675,318240316,"[1.024664282798767, 0.00831617321819067, 0.035994358360767365]"
1543504675327242728,'',,"""Drone1_pos""",,1543504675,327116618,"[1.0246847867965698, 0.008310246281325817, 0.036004241555929184]"
1543504675337488842,'',,"""Drone1_pos""",,1543504675,337310333,"[1.0246920585632324, 0.008335593156516552, 0.035970378667116165]"
1543504675347925486,'',,"""Drone1_pos""",,1543504675,347744162,"[1.0246955156326294, 0.008390580303966999, 0.03592866659164429]"
1543504675357451330,'',,"""Drone1_pos""",,1543504675,357287573,"[1.0246888399124146, 0.008344421163201332, 0.03596682474017143]"
1543504675367563528,'',,"""Drone1_pos""",,1543504675,367420313,"[1.0246890783309937, 0.008281917311251163, 0.03597430884838104]"
1543504675377502065,'',,"""Drone1_pos""",,1543504675,377238592,"[1.024679183959961, 0.008306642062962055, 0.03598159924149513]"
1543504675387616990,'',,"""Drone1_pos""",,1543504675,387382058,"[1.0246883630752563, 0.008276707492768764, 0.03604622185230255]"
1543504675397892959,'',,"""Drone1_pos""",,1543504675,397609928,"[1.0247020721435547, 0.008366081863641739, 0.03596358373761177]"
1543504675407593323,'',,"""Drone1_pos""",,1543504675,407417133,"[1.024692177772522, 0.00834676530212164, 0.03595636785030365]"
1543504675417470298,'',,"""Drone1_pos""",,1543504675,417289374,"[1.0246987342834473, 0.00833225343376398, 0.035979222506284714]"
1543504675427729753,'',,"""Drone1_pos""",,1543504675,427368278,"[1.0246788263320923, 0.008236815221607685, 0.03607171028852463]"
1543504675437470365,'',,"""Drone1_pos""",,1543504675,437239826,"[1.024688482284546, 0.008340769447386265, 0.03599082678556442]"
1543504675447823438,'',,"""Drone1_pos""",,1543504675,447621672,"[1.0246913433074951, 0.008377132005989552, 0.035949766635894775]"
1543504675457466817,'',,"""Drone1_pos""",,1543504675,457275176,"[1.0246816873550415, 0.008355650119483471, 0.03594023361802101]"
1543504675467729070,'',,"""Drone1_pos""",,1543504675,467397673,"[1.024686336517334, 0.008331174030900002, 0.03597825765609741]"
1543504675477767598,'',,"""Drone1_pos""",,1543504675,477527508,"[1.0246747732162476, 0.008291097357869148, 0.03600914403796196]"
1543504675487533576,'',,"""Drone1_pos""",,1543504675,487388904,"[1.0246766805648804, 0.008325216360390186, 0.03599222004413605]"
1543504675497395710,'',,"""Drone1_pos""",,1543504675,497209439,"[1.0247002840042114, 0.00836049485951662, 0.03597191721200943]"
1543504675507563583,'',,"""Drone1_pos""",,1543504675,507379565,"[1.0247058868408203, 0.008373244665563107, 0.035948529839515686]"
1543504675517563731,'',,"""Drone1_pos""",,1543504675,517372180,"[1.0247009992599487, 0.008352491073310375, 0.03596710041165352]"
1543504675527699149,'',,"""Drone1_pos""",,1543504675,527509052,"[1.02468740940094, 0.008287959732115269, 0.03597681596875191]"
1543504675537379662,'',,"""Drone1_pos""",,1543504675,537042482,"[1.0246843099594116, 0.008333584293723106, 0.03598065674304962]"
1543504675547907184,'',,"""Drone1_pos""",,1543504675,547751853,"[1.024698257446289, 0.008343256078660488, 0.03597557172179222]"
1543504675557541626,'',,"""Drone1_pos""",,1543504675,557274882,"[1.024682641029358, 0.008253508247435093, 0.03602797910571098]"
1543504675567547043,'',,"""Drone1_pos""",,1543504675,567404927,"[1.0246886014938354, 0.008309559896588326, 0.03595728427171707]"
1543504675577556061,'',,"""Drone1_pos""",,1543504675,577373103,"[1.024689793586731, 0.008324858732521534, 0.035963475704193115]"
1543504675587622197,'',,"""Drone1_pos""",,1543504675,587351811,"[1.0246903896331787, 0.008350037038326263, 0.03599804639816284]"
1543504675597717343,'',,"""Drone1_pos""",,1543504675,597292293,"[1.0246891975402832, 0.008362321183085442, 0.03599782660603523]"
1543504675607644544,'',,"""Drone1_pos""",,1543504675,607404557,"[1.02469003200531, 0.008275480940937996, 0.036038465797901154]"
1543504675617713783,'',,"""Drone1_pos""",,1543504675,617296690,"[1.0247058868408203, 0.008346854709088802, 0.03596983477473259]"
1543504675627600613,'',,"""Drone1_pos""",,1543504675,627349910,"[1.0246926546096802, 0.008326471783220768, 0.035934653133153915]"
1543504675637374710,'',,"""Drone1_pos""",,1543504675,637125396,"[1.0246951580047607, 0.008324866183102131, 0.035988807678222656]"
1543504675647946622,'',,"""Drone1_pos""",,1543504675,647754863,"[1.0246915817260742, 0.008324078284204006, 0.03598989546298981]"
1543504675657506888,'',,"""Drone1_pos""",,1543504675,657064350,"[1.0246866941452026, 0.00831536203622818, 0.035982124507427216]"
1543504675667726590,'',,"""Drone1_pos""",,1543504675,667560315,"[1.024698257446289, 0.00834810733795166, 0.03595646098256111]"
1543504675677590190,'',,"""Drone1_pos""",,1543504675,677431113,"[1.0247149467468262, 0.008327556774020195, 0.0359446182847023]"
1543504675687573407,'',,"""Drone1_pos""",,1543504675,687432281,"[1.0246983766555786, 0.008312301710247993, 0.03596360236406326]"
1543504675697574066,'',,"""Drone1_pos""",,1543504675,697256247,"[1.0246702432632446, 0.008129584603011608, 0.03615723177790642]"
1543504675707425801,'',,"""Drone1_pos""",,1543504675,707221380,"[1.0246983766555786, 0.008309687487781048, 0.035997796803712845]"
1543504675717544389,'',,"""Drone1_pos""",,1543504675,717326261,"[1.024695634841919, 0.008357142098248005, 0.035961683839559555]"
1543504675727710578,'',,"""Drone1_pos""",,1543504675,727471535,"[1.024679183959961, 0.008330656215548515, 0.03595731034874916]"
1543504675737646228,'',,"""Drone1_pos""",,1543504675,737286475,"[1.0246920585632324, 0.008337941952049732, 0.035983167588710785]"
1543504675747425889,'',,"""Drone1_pos""",,1543504675,747258812,"[1.0246927738189697, 0.00833512470126152, 0.035998500883579254]"
1543504675757503451,'',,"""Drone1_pos""",,1543504675,757228439,"[1.0246957540512085, 0.0083484360948205, 0.03598015755414963]"
1543504675767315640,'',,"""Drone1_pos""",,1543504675,766976119,"[1.024688720703125, 0.008338304236531258, 0.03595137596130371]"
1543504675777600751,'',,"""Drone1_pos""",,1543504675,777329034,"[1.0246899127960205, 0.008335879072546959, 0.03595626354217529]"
1543504675787460393,'',,"""Drone1_pos""",,1543504675,787322965,"[1.0246820449829102, 0.008327700197696686, 0.03597472608089447]"
1543504675797563539,'',,"""Drone1_pos""",,1543504675,797331494,"[1.0246827602386475, 0.008308764547109604, 0.03598789498209953]"
1543504675807588051,'',,"""Drone1_pos""",,1543504675,807319755,"[1.0246692895889282, 0.008148154243826866, 0.036155376583337784]"
1543504675817366699,'',,"""Drone1_pos""",,1543504675,817104009,"[1.0246909856796265, 0.008313028141856194, 0.035977233201265335]"
1543504675827555596,'',,"""Drone1_pos""",,1543504675,827366472,"[1.0246870517730713, 0.00834763702005148, 0.035946693271398544]"
1543504675837421562,'',,"""Drone1_pos""",,1543504675,837222875,"[1.0246649980545044, 0.008145361207425594, 0.036126360297203064]"
1543504675847753608,'',,"""Drone1_pos""",,1543504675,847587968,"[1.024688482284546, 0.008313632570207119, 0.03598024323582649]"
1543504675857299578,'',,"""Drone1_pos""",,1543504675,857121308,"[1.0246860980987549, 0.008345360867679119, 0.03596608713269234]"
1543504675867630529,'',,"""Drone1_pos""",,1543504675,867262988,"[1.02469003200531, 0.008334284648299217, 0.03597881272435188]"
1543504675877617385,'',,"""Drone1_pos""",,1543504675,877243254,"[1.0246785879135132, 0.008294066414237022, 0.03600739315152168]"
1543504675887588219,'',,"""Drone1_pos""",,1543504675,887339262,"[1.0246930122375488, 0.008342965506017208, 0.0359269380569458]"
1543504675897858657,'',,"""Drone1_pos""",,1543504675,897634739,"[1.0246882438659668, 0.008335684426128864, 0.03596227243542671]"
1543504675907494545,'',,"""Drone1_pos""",,1543504675,907331624,"[1.024673581123352, 0.008314253762364388, 0.03598947077989578]"
1543504675917315770,'',,"""Drone1_pos""",,1543504675,917164913,"[1.0246827602386475, 0.008328909985721111, 0.03597930818796158]"
1543504675927636646,'',,"""Drone1_pos""",,1543504675,927358976,"[1.0246660709381104, 0.008086382411420345, 0.03621184453368187]"
1543504675937505543,'',,"""Drone1_pos""",,1543504675,937332082,"[1.024693489074707, 0.008311034180223942, 0.03597080707550049]"
1543504675947813390,'',,"""Drone1_pos""",,1543504675,947618166,"[1.0246987342834473, 0.008318250067532063, 0.03593847528100014]"
1543504675957773277,'',,"""Drone1_pos""",,1543504675,957215753,"[1.0246752500534058, 0.00830085575580597, 0.03597254678606987]"
1543504675967537977,'',,"""Drone1_pos""",,1543504675,967336311,"[1.02468740940094, 0.008310929872095585, 0.0359809584915638]"
1543504675977928711,'',,"""Drone1_pos""",,1543504675,977670016,"[1.0246869325637817, 0.008345797657966614, 0.03597472980618477]"
1543504675987505439,'',,"""Drone1_pos""",,1543504675,987320016,"[1.024685263633728, 0.008343677036464214, 0.035965848714113235]"
1543504675997561231,'',,"""Drone1_pos""",,1543504675,997404758,"[1.024730920791626, 0.008322120644152164, 0.03587927296757698]"
1543504676007633561,'',,"""Drone1_pos""",,1543504676,7426007,"[1.024692177772522, 0.008333535864949226, 0.03595731779932976]"
1543504676017328569,'',,"""Drone1_pos""",,1543504676,17184624,"[1.0246878862380981, 0.008341033942997456, 0.03597209230065346]"
1543504676028131281,'',,"""Drone1_pos""",,1543504676,27884076,"[1.0246933698654175, 0.008371149189770222, 0.03597097098827362]"
1543504676037369989,'',,"""Drone1_pos""",,1543504676,37178450,"[1.0246890783309937, 0.008345494046807289, 0.03596833348274231]"
1543504676047609867,'',,"""Drone1_pos""",,1543504676,47368165,"[1.024690866470337, 0.008346784859895706, 0.03594424948096275]"
1543504676057401208,'',,"""Drone1_pos""",,1543504676,57224895,"[1.0246995687484741, 0.00836752075701952, 0.035932909697294235]"
1543504676067315091,'',,"""Drone1_pos""",,1543504676,67100054,"[1.0247029066085815, 0.008361700922250748, 0.03596096485853195]"
1543504676077462798,'',,"""Drone1_pos""",,1543504676,77302701,"[1.0246975421905518, 0.008351752534508705, 0.03596673905849457]"
1543504676087544964,'',,"""Drone1_pos""",,1543504676,87345100,"[1.0246813297271729, 0.008343572728335857, 0.03592078015208244]"
1543504676097505767,'',,"""Drone1_pos""",,1543504676,97345825,"[1.0246800184249878, 0.008344645611941814, 0.035947803407907486]"
1543504676107864647,'',,"""Drone1_pos""",,1543504676,107480282,"[1.0246975421905518, 0.008356045931577682, 0.035948630422353745]"
1543504676117572816,'',,"""Drone1_pos""",,1543504676,117147556,"[1.024692416191101, 0.00838807225227356, 0.03594592213630676]"
1543504676127671433,'',,"""Drone1_pos""",,1543504676,127463734,"[1.0246871709823608, 0.00833088532090187, 0.03597592934966087]"
1543504676137467562,'',,"""Drone1_pos""",,1543504676,137262805,"[1.0246798992156982, 0.008305113762617111, 0.03595472872257233]"
1543504676147877698,'',,"""Drone1_pos""",,1543504676,147711465,"[1.0246747732162476, 0.008326062001287937, 0.03594047576189041]"
1543504676157675826,'',,"""Drone1_pos""",,1543504676,157250656,"[1.0247018337249756, 0.008359912782907486, 0.03596748411655426]"
1543504676168112340,'',,"""Drone1_pos""",,1543504676,167888799,"[1.0246822834014893, 0.008162524551153183, 0.03618086874485016]"
1543504676177645063,'',,"""Drone1_pos""",,1543504676,177442479,"[1.0246599912643433, 0.008024240843951702, 0.03625078499317169]"
1543504676187480375,'',,"""Drone1_pos""",,1543504676,187333375,"[1.024655818939209, 0.008041316643357277, 0.03618913143873215]"
1543504676197603015,'',,"""Drone1_pos""",,1543504676,197401676,"[1.0246694087982178, 0.008295025676488876, 0.03598492592573166]"
1543504676207479506,'',,"""Drone1_pos""",,1543504676,207373795,"[1.024704098701477, 0.008385534398257732, 0.03596583753824234]"
1543504676217499445,'',,"""Drone1_pos""",,1543504676,217219116,"[1.024700403213501, 0.008370738476514816, 0.035981517285108566]"
1543504676227545531,'',,"""Drone1_pos""",,1543504676,227383787,"[1.0246648788452148, 0.008156879805028439, 0.03616325557231903]"
1543504676237619451,'',,"""Drone1_pos""",,1543504676,237240413,"[1.024670958518982, 0.008208068087697029, 0.03607133403420448]"
1543504676247711374,'',,"""Drone1_pos""",,1543504676,247356557,"[1.0247005224227905, 0.008341573178768158, 0.035945337265729904]"
1543504676257321139,'',,"""Drone1_pos""",,1543504676,257168733,"[1.0247089862823486, 0.008420768193900585, 0.035924553871154785]"
1543504676267664244,'',,"""Drone1_pos""",,1543504676,267281899,"[1.024703025817871, 0.008371066302061081, 0.03597869724035263]"
1543504676277580771,'',,"""Drone1_pos""",,1543504676,277380470,"[1.0246778726577759, 0.008320102468132973, 0.035969268530607224]"
